Uniprot.ID,Symbol,Hu.Symbol,NVmean,NDmean,TVmean,TDmean,TVNVdir,NVND.adj,NVTV.adj,NVTD.adj,Tdrescue,J.Symbol,J.Uniprot,Fvalue,ANOVA,AS.pval.adj,AD.pval.adj,AS.sig,AD.sig,CT.log,AS.log,AD.log,AS.dir,AD.dir,AS.match,AD.match,AS.sigmat,AD.sigmat
P29758,Oat,OAT,0.77025,0.753,1.07225,1.04,up,0.84246252,0.019394671,0.089147378,resc,OAT,P04181,2.189726036,0.123998972,0.986751483,0.239505256,ns,ns,0,0.015253906,-0.158595252,up,down,match,unm,no,no
P31938,Map2k1,MAP2K1,1.01525,1.16025,1.32525,1.17775,up,0.088432074,0.023939729,0.097221892,resc,MAP2K1,Q02750,1.511819782,0.231740322,0.342499783,0.998874724,ns,ns,0,-0.086521248,0.015646121,down,up,unm,match,no,no
P35486,Pdha1,PDHA1,0.93325,1.0865,1.2215,1.11,up,0.061250385,0.045295179,0.012715531,nr,PDHA1,P08559,2.64062952,0.082596073,0.685993249,0.075527388,ns,ns,0,-0.055137461,-0.157332163,down,down,unm,unm,no,no
P46638,Rab11b,RAB11B,1.2165,1.12825,0.963,1.0535,down,0.121031413,0.005413199,0.019279453,nr,RAB11B,Q15907,2.671172248,0.080375502,0.087242426,0.839501807,ns,ns,0,-0.08448855,-0.016836583,down,down,match,match,no,no
P47738,Aldh2,ALDH2,0.8455,1.114,1.24875,1.212,up,0.09026666,0.015575788,0.015928116,nr,ALDH2,P05091,0.365267604,0.69609546,0.736633072,0.727948206,ns,ns,0,-0.039179945,-0.035652057,down,down,unm,unm,no,no
P50396,Gdi1,GDI1,1.04575,1.2015,1.40875,1.21075,up,0.252561997,0.036950174,0.138009553,resc,GDI1,P31150,0.964453085,0.389103043,0.943306363,0.62100453,ns,ns,0,0.009995995,-0.034854741,up,down,match,unm,no,no
P50518,Atp6v1e1,ATP6V1E1,1.095,1.07075,0.97575,1.083,down,0.671590995,0.00897913,0.76598083,resc,ATP6V1E1,P36543,3.863211649,0.028463283,0.203208587,0.021814331,ns,sig,0,-0.098052533,-0.152974608,down,down,match,match,no,yes
P51859,Hdgf,HDGF,1.08725,0.9555,0.8505,0.8805,down,0.228975188,0.047871997,0.088227582,resc,HDGF,P51858,2.759647138,0.074288409,0.162796338,0.988060922,ns,ns,0,0.164201688,-0.017774,up,down,unm,match,no,no
P51863,Atp6v0d1,ATP6V0D1,1.0735,1.2955,1.455,1.232,up,0.164335654,0.043824768,0.219891333,resc,ATP6V0D1,P61421,2.135168413,0.130314169,0.122730011,0.284188315,ns,ns,0,-0.182687494,-0.133580271,down,down,unm,unm,no,no
P52480-2,Pkm,PKM,0.944,1.117,1.521,1.20775,up,0.342483495,0.046036784,0.119663601,resc,PKM,P14618,6.118030568,0.004525132,0.028980937,0.004351843,sig,sig,0,0.103869681,0.125858795,up,up,match,match,yes,yes
P52503,Ndufs6,NDUFS6,1.01475,0.91025,0.82575,0.874,down,0.182717725,0.019394671,0.065290149,resc,NDUFS6,O75380,2.142356444,0.129463251,0.999993822,0.212034122,ns,ns,0,0.015702669,-0.130844526,up,down,unm,match,no,no
P54071,Idh2,IDH2,0.9335,1.13575,1.281,1.1915,up,0.353616174,0.004879824,0.023042602,nr,IDH2,P48735,10.06348633,0.000251804,0.142841443,0.000176469,ns,sig,0,-0.097577855,-0.228578433,down,down,unm,unm,no,no
P54227,Stmn1,STMN1,0.95275,0.83975,0.7865,0.86575,down,0.070213159,0.015154175,0.119188055,resc,STMN1,P16949,5.6438147,0.006578753,0.994905819,0.024331722,ns,sig,0,-0.007573726,-0.205443881,down,down,match,match,no,yes
P56480,Atp5f1b,ATP5B,1.26925,1.11925,0.96925,1.00325,down,0.06802612,0.008535317,0.015928116,nr,ATP5B,P06576,2.659335114,0.081228606,0.932768465,0.22127665,ns,ns,0,0.016298697,-0.097262024,up,down,unm,match,no,no
P56812,Pdcd5,PDCD5,1.06,0.96375,0.8315,0.9255,down,0.06802612,0.002705703,0.123016835,resc,PDCD5,O14737,2.071269042,0.138140577,0.737423971,0.489212553,ns,ns,0,0.062153149,-0.080174208,up,down,unm,match,no,no
P57759,Erp29,ERP29,1.15075,1.0245,0.94575,0.9875,down,0.131977043,0.004632504,0.012715531,nr,ERP29,P30040,1.30500115,0.281460948,0.985398634,0.4367525,ns,ns,0,-0.009219908,0.062493202,down,up,match,unm,no,no
P60202,Plp1,PLP1,1.162,1.23575,1.5475,1.32125,up,0.783949636,0.025444233,0.34238248,resc,PLP1,P60201,2.050613983,0.14077427,0.206565635,0.995278518,ns,ns,0,0.372792291,0.024245347,up,up,match,match,no,no
P60335,Pcbp1,PCBP1,0.8835,0.90675,0.9535,0.97825,up,0.315486349,0.014715282,0.148477937,resc,PCBP1,Q15365,5.63294207,0.006635936,0.978506947,0.028470686,ns,sig,0,0.005988181,-0.108321168,up,down,match,unm,no,no
P60710,Actb,ACTB,1.1165,1.32175,1.33425,1.247,up,0.115096888,0.033817853,0.133546182,resc,ACTB,P60709,3.768833607,0.030847092,0.040486007,0.063449671,sig,ns,0,-0.063893787,-0.053757586,down,down,unm,unm,no,no
P60761,Nrgn,NRGN,1.1925,1.126,0.852,0.98075,down,0.64952291,0.030424369,0.126770266,resc,NRGN,Q92686,0.047390185,0.95376381,0.989932229,0.987186511,ns,ns,0,-0.103632609,-0.126071726,down,down,match,match,no,no
P60879,Snap25,SNAP25,1.1465,1.06,1.0075,1.03375,down,0.131977043,0.018763768,0.04666298,nr,SNAP25,P60880,6.817426908,0.002635631,0.988159016,0.012983268,ns,sig,0,0.014983474,-0.224883468,up,down,unm,match,no,yes
P61089,Ube2n,UBE2N,1.018,0.96975,0.84975,0.92975,down,0.174596941,0.019638669,0.059598402,resc,UBE2N,P61088,0.08808198,0.915846851,0.913190605,0.989142997,ns,ns,0,0.012349716,0.00738878,up,up,unm,unm,no,no
P62259,Ywhae,YWHAE,1.07225,1.0175,0.97575,1.005,down,0.073239966,0.011051767,0.024160471,nr,YWHAE,P62258,4.289812265,0.019859774,0.014596263,0.214864602,sig,ns,0,-0.099534217,-0.051504208,down,down,match,match,yes,no
P62761,Vsnl1,VSNL1,0.97375,0.8295,0.759,0.84625,down,0.149044829,0.040978868,0.18437999,resc,VSNL1,P62760,8.958681633,0.000544609,0.377514468,0.035814736,ns,sig,0,0.052795093,-0.104686522,up,down,unm,match,no,yes
P62869,Elob,TCEB2,1.113,0.971,0.876,0.94,down,0.1707052,0.044042841,0.074654844,resc,TCEB2,Q15370,1.576766719,0.218094924,0.999900222,0.311125273,ns,ns,0,-0.001412635,-0.064754739,down,down,match,match,no,no
P62897,Cycs,CYCS,1.17775,1.12925,0.98225,1.128,down,0.530696817,0.046275456,0.448688778,resc,CYCS,C9JFR7,2.68789807,0.079186005,0.205442287,0.074250869,ns,ns,0,-0.134751171,-0.160275742,down,down,match,match,no,no
P63017,Hspa8,HSPA8,0.97725,1.026,1.054,1.01625,up,0.18912261,0.004632504,0.026934145,nr,HSPA8,A8K7Q2,1.137347683,0.329913721,0.303653026,0.574929325,ns,ns,0,0.15408677,0.115813647,up,up,match,match,no,no
P63040,Cplx1,CPLX1,0.9745,0.92125,0.6925,0.795,down,0.661233783,0.019394671,0.075603401,resc,CPLX1,O14810,1.684709971,0.197242917,0.483364385,0.172241933,ns,ns,0,-0.192625683,-0.268113295,down,down,match,match,no,no
P63054,Pcp4,PCP4,0.963,0.80775,0.63975,0.76,down,0.242897544,0.019394671,0.079774446,resc,PCP4,P48539,2.775873059,0.073479712,0.978692701,0.108382463,ns,ns,0,-0.024952018,-0.426127559,down,down,match,match,no,no
P63101,Ywhaz,YWHAZ,1.08975,1.07375,1.002,1.02425,down,0.541056795,0.046110512,0.092819003,resc,YWHAZ,P63104,5.064622507,0.010482275,0.029927424,0.013786407,sig,sig,0,-0.133398227,-0.136419281,down,down,match,match,yes,yes
P63321,Rala,RALA,1.29875,1.19725,0.983,1.01525,down,0.506963176,0.049816862,0.081532625,resc,RALA,P11233,3.030952423,0.058451644,0.050344388,0.208364138,ns,ns,0,-0.201954615,-0.121454735,down,down,match,match,no,no
P67778,Phb,PHB,1.329,1.3625,1.10025,1.17475,down,0.816516455,0.03947626,0.127045078,resc,PHB,P35232,2.467342263,0.09646937,0.132048923,0.135346771,ns,ns,0,-0.130543501,-0.124317165,down,down,match,match,no,no
P68369,Tuba1a,TUBA1A,1.1185,1.30025,2.0655,1.398,up,0.410872977,0.046197169,0.10051447,resc,TUBA1A,Q71U36,5.694825219,0.006317266,0.842675233,0.048017471,ns,sig,0,0.044324492,-0.242233462,up,down,match,unm,no,no
P70349,Hint1,HINT1,0.88975,0.87625,0.768,0.82,down,0.785454734,0.027415745,0.121283574,resc,HINT1,P49773,6.252906161,0.00407296,0.991238364,0.012174179,ns,sig,0,-0.01482937,-0.173051841,down,down,match,match,no,yes
P70441,Slc9a3r1,SLC9A3R1,1.14425,0.99025,0.93675,0.982,down,0.123575362,0.01950959,0.143030609,resc,SLC9A3R1,O14745,1.794303338,0.178194015,0.199205958,0.925636863,ns,ns,0,0.14948776,0.01313025,up,up,unm,unm,no,no
P70670,Naca,NACA,1.1765,1.00825,0.89525,0.984,down,0.111659004,0.021878554,0.054414026,resc,NACA,E9PAV3,1.060905609,0.354828992,0.615246419,0.325779163,ns,ns,0,-0.081869032,-0.126026242,down,down,match,match,no,no
P80314,Cct2,CCT2,0.8755,0.97075,1.113,1.05375,up,0.223951063,0.022872709,0.059865924,resc,CCT2,P78371,4.173817476,0.021888875,0.46705543,0.017999855,ns,sig,0,-0.044293123,-0.096072341,down,down,unm,unm,no,no
P84075,Hpca,HPCA,0.856,0.808,0.67725,0.7265,down,0.420236903,0.027415745,0.050099328,resc,HPCA,P84074,6.960068525,0.00236433,0.433235266,0.002204948,ns,sig,0,-0.127939376,-0.388514588,down,down,match,match,no,yes
P84086,Cplx2,CPLX2,1.1735,1.10925,0.75425,0.90875,down,0.4649502,0.01051296,0.013299029,nr,CPLX2,Q6PUV4,3.136727087,0.053272971,0.177530392,0.047506161,ns,sig,0,-0.148270888,-0.19621898,down,down,match,match,no,yes
P84104,Srsf3,SRSF3,1.05575,0.98875,0.887,0.95,down,0.444067231,0.012024061,0.18872937,resc,SRSF3,P84103-2,1.852376422,0.168889473,0.772175492,0.516943076,ns,ns,0,-0.042559821,0.050753822,down,up,match,unm,no,no
P97384,Anxa11,ANXA11,1.18375,1.14625,1.0815,1.09025,down,0.329547527,0.025817465,0.049836449,nr,ANXA11,P50995-2,3.898880214,0.027613233,0.020903806,0.334969243,sig,ns,0,-0.282887681,-0.118237291,down,down,match,match,yes,no
P97427,Crmp1,CRMP1,0.78575,0.773,0.9825,0.937,up,0.913949616,0.045489811,0.151948918,resc,CRMP1,Q14194-2,11.4553049,9.89E-05,0.487085533,0.000146652,ns,sig,0,-0.059500488,-0.213353979,down,down,unm,unm,no,no
P99027,Rplp2,RPLP2,0.97675,0.866,0.84425,0.8345,down,0.100562799,0.038511711,0.059598402,resc,RPLP2,P05387,1.638510858,0.205900058,0.591556474,0.760020887,ns,ns,0,-0.084539032,0.049504309,down,up,match,unm,no,no
P99028,Uqcrh,UQCRH,1.084,0.9745,0.91375,0.96825,down,0.090847767,0.004632504,0.013299029,nr,UQCRH,P07919,0.317226524,0.729817213,0.708723121,0.872270912,ns,ns,0,-0.070260766,-0.035239151,down,down,match,match,no,no
Q01853,Vcp,VCP,0.95,0.983,1.2855,1.10625,up,0.717070491,0.022872709,0.010247882,nr,VCP,P55072,2.344817384,0.107734677,0.158666873,0.987825062,ns,ns,0,-0.071519704,-0.00579892,down,down,unm,unm,no,no
Q04447,Ckb,CKB,0.8465,0.865,0.93525,0.952,up,0.114832058,0.019716917,0.082231663,resc,CKB,P12277,0.470857862,0.627576424,0.827271051,0.60015025,ns,ns,0,0.019635401,0.033281406,up,up,match,match,no,no
Q07076,Anxa7,ANXA7,1.04475,1.11175,1.18325,1.1745,up,0.184139465,0.048626226,0.017498269,nr,ANXA7,P20073-2,0.152528234,0.858986633,0.977563802,0.947942624,ns,ns,0,-0.006389145,0.018827936,down,up,unm,match,no,no
Q11136,Pepd,PEPD,0.9885,0.98975,1.3525,1.0825,up,0.997549738,0.02673076,0.50212629,resc,PEPD,P12955,9.255769734,0.000453947,0.791784334,0.009738444,ns,sig,0,-0.0615336,0.646837326,down,up,unm,match,no,yes
Q3TDK6,Rogdi,ROGDI,1.065,1.21175,0.7525,0.957,down,0.327974345,0.042948284,0.264435628,resc,ROGDI,Q9GZN7,3.353839668,0.044089656,0.78378273,0.047672152,ns,sig,0,-0.063284089,-0.283191721,down,down,match,match,no,yes
Q3TXX4,Slc17a7,SLC17A7,0.873,1.04025,1.377,0.97075,up,0.49137591,0.04509199,0.665912078,resc,SLC17A7,Q9P2U7,1.815056586,0.174808839,0.213620455,0.233245583,ns,ns,0,-0.162520698,-0.155211999,down,down,unm,unm,no,no
Q3U0V1,Khsrp,KHSRP,0.8795,0.85525,0.816,0.8855,up,0.723276864,0.049478426,0.939796773,resc,KHSRP,A0A087WTP3,0.317320626,0.729749516,0.897449428,0.951892624,ns,ns,0,0.034318436,-0.049753861,up,down,match,unm,no,no
Q3UJB0,Sf3b2,SF3B2,1.0825,1.09275,1.00925,1.021,down,0.979013864,0.039387444,0.259145253,resc,SF3B2,A0A087WZZ5,0.447310389,0.642428292,0.999493659,0.697358083,ns,ns,0,-0.044837608,0.088273721,down,up,match,unm,no,no
Q3UM45,Ppp1r7,PPP1R7,1.1625,1.15,1.02,1.04525,down,0.874464363,0.022355225,0.050343338,resc,PPP1R7,Q15435,9.988581723,0.0002651,0.947131403,0.001025894,ns,sig,0,-0.012098126,-0.165698653,down,down,match,match,no,yes
Q3UN10,Wfs1,WFS1,1.143,0.88675,0.864,0.98575,down,0.087537839,0.027599198,0.126770266,resc,WFS1,O76024,0.445339094,0.643528118,0.861395238,0.615933246,ns,ns,0,0.11213277,0.176219151,up,up,unm,unm,no,no
Q3UNH4,Gprin1,GPRIN1,1.2545,1.253,0.94575,1.00025,down,0.995836811,0.002705703,0.00220957,nr,GPRIN1,Q7Z2K8,2.638029366,0.083323703,0.121672495,0.118684828,ns,ns,0,-0.480030732,-0.389338235,down,down,match,match,no,no
Q4VAA2,Cdv3,CDV3,1.00675,0.8825,0.79475,0.85125,down,0.100562799,0.019716917,0.050099328,resc,CDV3,Q9UKY7-2,1.151080265,0.326549367,0.313178433,0.881340071,ns,ns,0,-0.147489071,-0.004612132,down,down,match,match,no,no
Q5UE59,Klc1,KLC1,0.8535,0.9605,1.19725,1.137,up,0.242897544,0.005413199,0.019279453,nr,KLC1,G3V2E7,0.81994396,0.447072915,0.858465555,0.781522043,ns,ns,0,0.02332788,-0.033860776,up,down,match,unm,no,no
Q60598,Cttn,CTTN,1.145,1.007,0.84575,0.9,down,0.06802612,0.004879824,0.006880079,nr,CTTN,Q14247,1.042041093,0.361275199,0.894648126,0.355737654,ns,ns,0,-0.048426214,-0.090433317,down,down,match,match,no,no
Q60902,Eps15l1,EPS15L1,1.14425,1.02,1.00625,1.01075,down,0.069449678,0.024905472,0.041767135,nr,EPS15L1,Q9UBC2,3.733998297,0.031778916,0.032324957,0.707611098,sig,ns,0,-0.144469906,-0.04132261,down,down,match,match,yes,no
Q61166,Mapre1,MAPRE1,0.962,0.979,1.069,1.07325,up,0.695448436,0.042987033,0.034674703,nr,MAPRE1,Q15691,0.35832543,0.700865964,0.683512676,0.829615713,ns,ns,0,0.086047417,0.035295119,up,up,match,match,no,no
Q61644,Pacsin1,PACSIN1,0.9955,1.07775,0.8485,0.9305,down,0.080125509,0.027415745,0.123016835,resc,PACSIN1,Q9BY11,4.779411116,0.013233554,0.099547242,0.010468789,ns,sig,0,-0.138460777,-0.190483296,down,down,match,match,no,yes
Q62261,Sptbn1,SPTBN1,1.079,1.09,1.31475,1.14525,up,0.958316868,0.025817465,0.295892929,resc,SPTBN1,Q01082,4.603038156,0.01530424,0.066609693,0.014563383,ns,sig,0,-0.050401601,-0.059120148,down,down,unm,unm,no,no
Q62376,Snrnp70,SNRNP70,1.0685,0.98325,0.932,0.9345,down,0.312630515,0.004632504,0.005799078,nr,SNRNP70,P08621-2,0.877090762,0.423300699,0.999796868,0.524693465,ns,ns,0,-0.101415788,0.136539203,down,up,match,unm,no,no
Q62418,Dbnl,DBNL,0.9965,0.939,0.881,0.8965,down,0.177420509,0.01051296,0.020033121,nr,DBNL,Q9UJU6,8.542205907,0.000733652,0.311086282,0.000636484,ns,sig,0,-0.074909082,-0.210132793,down,down,match,match,no,yes
Q62420,Sh3gl2,SH3GL2,1.02675,1.0895,0.8775,0.90075,down,0.06802612,0.025817465,0.012715531,nr,SH3GL2,Q99962,3.400861601,0.042328523,0.033840741,0.451553368,sig,ns,0,-0.185872364,-0.082625707,down,down,match,match,yes,no
Q63844,Mapk3,MAPK3,0.8935,0.98675,1.329,1.14575,up,0.140892388,0.036064673,0.006880079,nr,MAPK3,P27361,2.871024613,0.067303566,0.196496404,0.928747582,ns,ns,0,-0.144037923,0.036722885,down,up,unm,match,no,no
Q64433,Hspe1,HSPE1,0.97325,0.899,0.6655,0.79325,down,0.428682672,0.01899351,0.089019549,resc,HSPE1,P61604,10.56779823,0.00017863,0.000105475,0.04275494,sig,sig,0,-0.248013689,-0.11708384,down,down,match,match,yes,yes
Q68FD5,Cltc,CLTC,0.96475,1.111,1.207,1.0905,up,0.492286617,0.017257793,0.313702623,resc,CLTC,Q00610-2,4.268634686,0.02021501,0.197402116,0.014966901,ns,sig,0,-0.077501654,-0.126409553,down,down,unm,unm,no,no
Q6IRU5-2,Cltb,CLTB,1.009,0.959,0.84075,0.89275,down,0.33903281,0.01051296,0.04303562,nr,CLTB,P09497,1.946868911,0.154819895,0.240344215,0.172111711,ns,ns,0,-0.093343687,-0.101370062,down,down,match,match,no,no
Q6P069,Sri,SRI,1.1285,1.11225,0.94375,1.0405,down,0.909403579,0.037895329,0.322860916,resc,SRI,C9J0K6,6.099592269,0.004590908,0.066730262,0.648599499,ns,ns,0,-0.119325793,0.038119666,down,up,match,unm,no,no
Q6PCP5,Mff,MFF,1.27925,1.22175,1.14,1.14975,down,0.242897544,0.026673778,0.030668718,nr,MFF,Q9GZY8-2,4.557219192,0.015895779,0.119420586,0.01239984,ns,sig,0,0.317355992,0.400172433,up,up,unm,unm,no,no
Q6PH08,Erc2,ERC2,1.21025,1.0675,0.91075,0.99475,down,0.074392893,0.011400816,0.023042602,nr,ERC2,O15083,1.534551152,0.226865648,0.207036438,0.44996118,ns,ns,0,-0.300554382,-0.215942456,down,down,match,match,no,no
Q6ZWM4,Lsm8,LSM8,1.101,1.02425,0.977,1.0385,down,0.090847767,0.036224831,0.247070483,resc,LSM8,O95777,0.554623034,0.578250975,0.988087479,0.614310927,ns,ns,0,-0.024350489,-0.127229068,down,down,match,match,no,no
Q791V5,Mtch2,MTCH2,1.2935,1.5125,1.90475,1.466,up,0.184139465,0.045975581,0.372612966,resc,MTCH2,Q9Y6C9,0.966534634,0.38832793,0.362470808,0.820117597,ns,ns,0,-0.092053393,-0.041350799,down,down,unm,unm,no,no
Q7TMM9,Tubb2a,TUBB2A,1.10275,1.209,1.682,1.23075,up,0.591779288,0.047871997,0.254281988,resc,TUBB2A,Q13885,7.650485503,0.001407989,0.937828864,0.003838051,ns,sig,0,-0.012398682,-0.105744659,down,down,unm,unm,no,no
Q7TQD2,Tppp,TPPP,1.20575,1.12525,0.99875,1.08425,down,0.346544379,0.004879824,0.00544175,nr,TPPP,O94811,0.838321529,0.439224902,0.896715359,0.427030714,ns,ns,0,-0.027057443,-0.079522952,down,down,match,match,no,no
Q80SW1,Ahcyl1,AHCYL1,0.8535,1.02425,1.61175,1.24725,up,0.254596693,0.014928068,0.025300189,nr,AHCYL1,O43865,4.879664766,0.012189175,0.654424349,0.012875002,ns,sig,0,-0.046510257,-0.169302715,down,down,unm,unm,no,no
Q80VP1,Epn1,EPN1,0.96175,0.94175,0.80575,0.8495,down,0.708074165,0.02654035,0.054414026,resc,EPN1,Q9Y6I3-3,2.768402629,0.073712816,0.112510226,0.100140852,ns,ns,0,-0.158661426,-0.163531416,down,down,match,match,no,no
Q8BGD9,Eif4b,EIF4B,1.118,1.0035,0.91575,0.963,down,0.27893059,0.022872709,0.031508124,nr,EIF4B,P23588,0.217495865,0.805390684,0.825537949,0.834880055,ns,ns,0,0.04241461,0.052934162,up,up,unm,unm,no,no
Q8BH95,Echs1,ECHS1,0.951,1.0445,1.1515,1.09225,up,0.410872977,0.049092747,0.150869959,resc,ECHS1,P30084,2.261081758,0.116218543,0.165952554,0.148751866,ns,ns,0,-0.109114876,-0.105417593,down,down,unm,unm,no,no
Q8BJU0,Sgta,SGTA,1.0555,0.94625,0.83225,0.90725,down,0.231100473,0.019394671,0.023042602,nr,SGTA,O43765,1.548143255,0.224002186,0.200035449,0.481248023,ns,ns,0,0.085816178,0.05563756,up,up,unm,unm,no,no
Q8BNY6,Ncs1,NCS1,1.16725,1.1955,0.8745,0.9385,down,0.741055653,0.040693811,0.054414026,resc,NCS1,P62166,3.277664386,0.047107084,0.83287593,0.201273176,ns,ns,0,-0.070592154,0.173073233,down,up,match,unm,no,no
Q8BVE3,Atp6v1h,ATP6V1H,1.009,1.10025,1.33975,1.16375,up,0.375805734,0.044822115,0.023936403,nr,ATP6V1H,Q9UI12-2,5.009032161,0.010967319,0.337799895,0.008337302,ns,sig,0,-0.08162134,-0.181075398,down,down,unm,unm,no,no
Q8BVI4,Qdpr,QDPR,0.92325,0.984,1.1765,1.091,up,0.561381133,0.025444233,0.090221768,resc,QDPR,P09417,1.334870104,0.273640547,0.306376545,0.353245501,ns,ns,0,0.265730701,0.216258255,up,up,match,match,no,no
Q8BWF0,Aldh5a1,ALDH5A1,0.8105,1.00025,1.46,1.20425,up,0.207682783,0.048626226,0.04303562,nr,ALDH5A1,P51649,0.238553843,0.788778482,0.795448437,0.839709444,ns,ns,0,-0.030554377,-0.028230849,down,down,unm,unm,no,no
Q8C0M9,Asrgl1,ASRGL1,0.807,0.8535,0.88725,0.8645,up,0.288725503,0.034577527,0.243755338,resc,ASRGL1,Q7L266,0.305572088,0.738252484,0.90950742,0.716380521,ns,ns,0,0.021831697,0.046364148,up,up,match,match,no,no
Q8CBW3,Abi1,ABI1,1.01175,1.0145,0.85225,0.97725,down,0.97992881,0.019638669,0.412434994,resc,ABI1,Q8IZP0-10,0.02497848,0.97534472,0.991017069,0.972858381,ns,ns,0,-0.007415606,-0.018417779,down,down,match,match,no,no
Q8CCT4,Tceal5,TCEAL5,1.13275,0.98275,0.9245,0.932,down,0.255366553,0.013793238,0.019279453,nr,TCEAL5,Q5H9L2,5.909510224,0.005330283,0.344049949,0.004193355,ns,sig,0,0.220272633,0.538516581,up,up,unm,unm,no,no
Q8JZR2,Crk,CRK,1.29825,1.162,1.1755,1.18825,down,0.086520754,0.047118436,0.091563333,resc,CRK,P46108,0.105014143,0.900536752,0.993301631,0.903236191,ns,ns,0,-0.007604211,-0.042552282,down,down,match,match,no,no
Q8K0S0,Phyhip,PHYHIP,0.945,1.12175,1.29025,1.16125,up,0.115096888,0.013977064,0.186178192,resc,PHYHIP,Q92561,2.724154233,0.076670308,0.061968242,0.461459734,ns,ns,0,-0.169171975,-0.087267221,down,down,unm,unm,no,no
Q8K0T0,Rtn1,RTN1,1.295,1.21775,1.168,1.12525,down,0.17092811,0.047871997,0.0929321,resc,RTN1,Q16799-3,4.498065003,0.016695039,0.613738903,0.016208383,ns,sig,0,-0.028016246,-0.225106837,down,down,match,match,no,yes
Q8R1N4,Nudcd3,NUDCD3,0.95475,0.871,0.7775,0.87875,down,0.346544379,0.033409157,0.329981129,resc,NUDCD3,Q8IVD9,0.402870997,0.670838625,0.993987377,0.706882613,ns,ns,0,-0.018155065,-0.084594023,down,down,match,match,no,no
Q91VD9,Ndufs1,NDUFS1,1.02325,1.212,1.5595,1.262,up,0.096933673,0.049539556,0.013299029,nr,NDUFS1,P28331,2.712161058,0.077493096,0.953745793,0.106208156,ns,ns,0,-0.026493057,-0.154249191,down,down,unm,unm,no,no
Q91VW3,Sh3bgrl3,SH3BGRL3,1.1695,1.07775,0.937,1.01175,down,0.258399759,0.019638669,0.055122636,resc,SH3BGRL3,Q9H299,0.405521558,0.669094876,0.930288154,0.651972308,ns,ns,0,0.042445009,0.090235562,up,up,unm,unm,no,no
Q91XV3,Basp1,BASP1,0.859,0.773,0.6195,0.68675,down,0.121535044,0.024308036,0.079774446,resc,BASP1,P80723,2.034857149,0.142818669,0.292544066,0.136551253,ns,ns,0,-0.175793063,-0.160690288,down,down,match,match,no,no
Q91ZZ3,Sncb,SNCB,1.1225,1.0155,0.893,0.95075,down,0.080125509,0.002705703,0.012742237,nr,SNCB,Q16143,5.557751731,0.007045888,0.220916859,0.004963385,ns,sig,0,-0.212174454,-0.38349638,down,down,match,match,no,yes
Q921J2,Rheb,RHEB,1.61525,1.481,1.294,1.33675,down,0.390795304,0.011616849,0.136860592,resc,RHEB,Q15382,0.544570664,0.583949994,0.983374217,0.732654374,ns,ns,0,0.010705215,-0.032039971,up,down,unm,match,no,no
Q922Q8,Lrrc59,LRRC59,1.028,0.99925,1.2735,1.2885,up,0.753572391,0.048458389,0.04586721,nr,LRRC59,Q96AG4,0.533050836,0.590553238,0.676312107,0.999879546,ns,ns,0,-0.060610785,0.017734931,down,up,unm,match,no,no
Q93092,Taldo1,TALDO1,0.95325,0.99375,1.116,1.0685,up,0.582480996,0.039736354,0.13574423,resc,TALDO1,P37837,0.94582675,0.396111412,0.389518041,0.549812523,ns,ns,0,0.183716803,0.123900939,up,up,match,match,no,no
Q99020,Hnrnpab,HNRNPAB,0.9115,0.744,0.77975,0.8125,down,0.09026666,0.01051296,0.050099328,resc,HNRNPAB,D6R9P3,2.945387252,0.063793619,0.064026139,0.166873017,ns,ns,0,-0.26465868,-0.222334383,down,down,match,match,no,no
Q99J08,Sec14l2,SEC14L2,1.1105,0.99125,0.95375,1.04625,down,0.115096888,0.047118436,0.156977499,resc,SEC14L2,B3KRD8,9.843367871,0.000293009,0.75797555,0.000635466,ns,sig,0,0.058271749,0.322662929,up,up,unm,unm,no,no
Q99KI0,Aco2,ACO2,1.014,1.05975,1.30575,1.11825,up,0.492286617,0.043466441,0.053126194,resc,ACO2,Q99798,1.794793982,0.178113198,0.798560016,0.169953655,ns,ns,0,-0.032739342,-0.088576179,down,down,unm,unm,no,no
Q99KX1,Mlf2,MLF2,1.13075,0.942,0.82275,0.913,down,0.054812455,0.006605512,0.029929371,nr,MLF2,Q15773,0.02435687,0.975950514,0.983255379,0.99990407,ns,ns,0,0.016594809,-0.007562204,up,down,unm,match,no,no
Q99LP6,Grpel1,GRPEL1,0.9515,0.9295,0.7605,0.88,down,0.872142622,0.033817853,0.5298884,resc,GRPEL1,Q9HAV7,3.808307552,0.029825616,0.034983293,0.804703974,sig,ns,0,-0.28030697,-0.046209968,down,down,match,match,yes,no
Q9CPQ8,Atp5mg,ATP5L,1.4205,1.3715,1.14175,1.31025,down,0.766004693,0.030424369,0.271004606,resc,ATP5L,O75964,0.733239295,0.486127134,0.63764114,0.475829549,ns,ns,0,-0.0831071,-0.115229773,down,down,match,match,no,no
Q9CPT4,Mydgf,MYDGF,0.92175,0.85225,0.741,0.863,down,0.3143325,0.019716917,0.432471773,resc,MYDGF,M0QXF7,2.932353946,0.063753897,0.053692502,0.555469921,ns,ns,0,-0.221994815,-0.093552767,down,down,match,match,no,no
